id,href,name,image,alias
1570,/wiki/Tetu_(Earth-616),Tetu,https://static.wikia.nocookie.net/marveldatabase/images/6/66/Tetu_%28Earth-616%29_from_Black_Panther_Vol_6_4_001.jpg,
1571,/wiki/Thomas_Corsi_(Earth-616),Thomas Corsi,https://static.wikia.nocookie.net/marveldatabase/images/8/8c/Thomas_Corsi_%28Earth-616%29_from_X-Men_Earth%27s_Mutant_Heroes_Vol_1_1_0001.jpg,Tom Corsi
1572,/wiki/Tricephalous_(Earth-616),Tricephalous,https://static.wikia.nocookie.net/marveldatabase/images/3/32/Immortal_Hulk_Vol_1_29_Textless.jpg,
1573,/wiki/Czar-Doon_(Earth-616),Czar-Doon,https://static.wikia.nocookie.net/marveldatabase/images/0/09/Czar-Doon_%28Earth-616%29_from_Legendary_Star-Lord_Vol_1_5_001.jpg,
1574,/wiki/Abraham_Kieros_(Earth-616),Abraham Kieros,https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Abraham_Kieros_%28Earth-616%29_from_X-Men_Legends_Vol_1_11_001.png,War
1575,/wiki/Brett_Barton_(Earth-616),Brett Barton,https://static.wikia.nocookie.net/marveldatabase/images/8/8e/Brett_Barton_%28Earth-616%29_from_Rawhide_Kid_Vol_1_40.jpg,
1576,/wiki/Cormick_Grimshaw_(Earth-616),Cormick Grimshaw,https://static.wikia.nocookie.net/marveldatabase/images/a/ae/Cormick_Grimshaw_%28Earth-616%29_from_Cable_Vol_1_27.png,Pipeline
1577,/wiki/Curtis_Elkins_(Earth-616),Curtis Elkins,https://static.wikia.nocookie.net/marveldatabase/images/4/42/Curtis_Elkins_%28Earth-616%29_from_Venom_Lethal_Protector_Vol_1_2_0001.jpg,Sentry
1578,/wiki/Dog_Logan_(Earth-616),Dog Logan,https://static.wikia.nocookie.net/marveldatabase/images/f/fc/Wolverine_%26_the_X-Men_Vol_1_26_Textless.jpg,
1579,/wiki/Fafnir_(Nastrond)_(Earth-616),Fafnir (Nastrond),https://static.wikia.nocookie.net/marveldatabase/images/8/8a/Fafnir_%28Nastrond%29_%28Earth-616%29_from_Thor_Asgard%27s_Avenger_Vol_1_1_001.jpg,
1580,/wiki/Firearm_(Earth-616),Firearm,https://static.wikia.nocookie.net/marveldatabase/images/8/8c/Firearm_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_383_001.jpg,Firearm
1581,/wiki/Gemma_Shin_(Earth-616),Gemma Shin,https://static.wikia.nocookie.net/marveldatabase/images/f/f8/Extreme_Carnage_Agony_Vol_1_1_Textless.jpg,Agony
1582,/wiki/Jeff_Hagees_(Earth-616),Jeff Hagees,https://static.wikia.nocookie.net/marveldatabase/images/2/2f/Jeff_Hagees_%28Earth-616%29_from_Marvel_War_of_Heroes_001.jpg,8-Ball
1583,/wiki/Katherine_Summers_(Earth-616),Katherine Summers,https://static.wikia.nocookie.net/marveldatabase/images/d/d0/Katherine_Summers_%28Earth-616%29_from_X-Men_Origins_Cyclops_Vol_1_1_001.jpg,
1584,/wiki/Mister_X_(Earth-616),Mister X,https://static.wikia.nocookie.net/marveldatabase/images/d/d2/Mister_X_%28Earth-616%29_from_Wolverine_Mr._X_Vol_1_1_002.jpg,Mister X
1585,/wiki/Mistress_Love_(Earth-616),Mistress Love,https://static.wikia.nocookie.net/marveldatabase/images/d/d5/Mistress_Love_%28Earth-616%29_from_Iron_Man_Vol_6_15_001.jpg,Mistress Love
1586,/wiki/Nikola_Tesla_(Earth-616),Nikola Tesla,https://static.wikia.nocookie.net/marveldatabase/images/d/d9/S.H.I.E.L.D._Vol_1_6_Nikola_Tesla_Variant_Textless.jpg,Night Machine
1587,/wiki/Sharon_Friedlander_(Earth-616),Sharon Friedlander,https://static.wikia.nocookie.net/marveldatabase/images/6/67/Sharon_Friedlander_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_298_001.png,
1588,/wiki/Whitney_Hammond_(Earth-616),Whitney Hammond,https://static.wikia.nocookie.net/marveldatabase/images/9/9f/Whitney_Hammond_%28Earth-616%29_from_Venus_Vol_1_1_001.jpg,
1589,/wiki/Winston_Churchill_(Earth-616),Winston Churchill,https://static.wikia.nocookie.net/marveldatabase/images/a/a2/Winston_Churchill_%28Earth-616%29_from_Marvels_Project_Vol_1_8_001.jpg,Sir Winston Churchill
1590,/wiki/Madame_Curie_Cho_(Earth-616),Madame Curie Cho,https://static.wikia.nocookie.net/marveldatabase/images/b/be/Madame_Curie_Cho_%28Earth-616%29_from_Incredible_Hulk_Vol_1_715_001.jpg,
1591,/wiki/Wade_Cole_(Earth-616),Wade Cole,https://static.wikia.nocookie.net/marveldatabase/images/4/4d/Wade_Cole_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_248_0001.jpg,
1592,/wiki/Jillian_Woods_(Earth-616),Jillian Woods,https://static.wikia.nocookie.net/marveldatabase/images/a/ac/Jillian_Woods_%28Earth-616%29_from_Thunderbolts_Vol_1_115_0001.jpg,Sepulcre
1593,/wiki/Kelsey_Leigh_(Earth-616),Kelsey Leigh,https://static.wikia.nocookie.net/marveldatabase/images/0/07/Kelsey_Leigh_%28Earth-616%29_from_New_Excalibur_Vol_1_4_001.png,Lionheart
1594,/wiki/Shola_Inkose_(Earth-616),Shola Inkose,https://static.wikia.nocookie.net/marveldatabase/images/9/94/Shola_Inkose_%28Earth-616%29_from_Excalibur_Vol_3_4.png,
1595,/wiki/Simon_Lasker_(Earth-616),Simon Lasker,https://static.wikia.nocookie.net/marveldatabase/images/3/34/Simon_Lasker_%28Earth-616%29_from_X-Men_Gold_Vol_2_24_001.jpg,Pyro
1596,/wiki/Abigail_Wright_(Earth-616),Abigail Wright,https://static.wikia.nocookie.net/marveldatabase/images/8/80/Thunderbolts_Vol_2_6_Textless.jpg,Mercy
1597,/wiki/Alejandra_Jones_(Earth-616),Alejandra Jones,https://static.wikia.nocookie.net/marveldatabase/images/4/4e/Alejandra_Jones_%28Earth-616%29_from_Absolute_Carnage_Symbiote_of_Vengeance_Vol_1_1_0001.jpg,Ghost Rider
1598,/wiki/Cecil_(Hacker)_(Earth-616),Cecil (Hacker),https://static.wikia.nocookie.net/marveldatabase/images/2/2a/Cecil_%28Hacker%29_%28Earth-616%29_from_Unbelievable_Gwenpool_Vol_1_25_002.jpg,
1599,/wiki/Jack_Castle_(Earth-616),Jack Castle,https://static.wikia.nocookie.net/marveldatabase/images/5/53/Jack_Castle_%28Earth-616%29_001.jpg,Fiery Mask
1600,/wiki/Nahrees_(Earth-616),Nahrees,https://static.wikia.nocookie.net/marveldatabase/images/4/4b/Inhumans_Vol_4_9_Textless.jpg,
1601,/wiki/Ned_Lathrop_(Earth-616),Ned Lathrop,https://static.wikia.nocookie.net/marveldatabase/images/f/f3/Ned_Lathrop_%28Earth-616%29_from_Captain_Marvel_Vol_9_9_001.jpg,Lifter
1602,/wiki/Ratatoskr_(Earth-616),Ratatoskr,https://static.wikia.nocookie.net/marveldatabase/images/f/f1/Ratatoskr_%28Earth-616%29_and_Doreen_Green_%28Earth-616%29_from_Unbeatable_Squirrel_Girl_Vol_2_43_001.jpg,
1603,/wiki/Elisa_Sinclair_(Earth-61311),Elisa Sinclair,https://static.wikia.nocookie.net/marveldatabase/images/a/ab/Secret_Empire_Vol_1_1_Villain_Variant_Textless.jpg,Madame Hydra
1604,/wiki/Alysande_Stuart_(Earth-616),Alysande Stuart,https://static.wikia.nocookie.net/marveldatabase/images/4/47/Alysande_Stuart_%28Earth-616%29_from_Excalibur_Vol_1_55_0001.jpg,Brigadier Alysande Stuart
1605,/wiki/Boris_Karela_(Earth-616),Boris Karela,https://static.wikia.nocookie.net/marveldatabase/images/5/53/Boris_%28Latverian%29_%28Earth-616%29_from_Fantastic_Four_Annual_Vol_1_2_0001.jpg,
1606,/wiki/Cathy_Webster_(Earth-616),Cathy Webster,https://static.wikia.nocookie.net/marveldatabase/images/2/26/Cathy_Webster_%28Earth-616%29_from_Captain_America_Steve_Rogers_Vol_1_1_001.jpg,Free Spirit
1607,/wiki/Francis_Klum_(Earth-616),Francis Klum,https://static.wikia.nocookie.net/marveldatabase/images/0/01/Francis_Klum_%28Earth-616%29_from_Clone_Conspiracy_Vol_1_2_001.jpg,Mysterio
1608,/wiki/Gamesmaster_(Earth-616),Gamesmaster,https://static.wikia.nocookie.net/marveldatabase/images/7/77/Gamesmaster_%28Earth-616%29_from_Stryfe%27s_Strike_File_Vol_1_1_001.jpg,Gamesmaster
1609,/wiki/Gregor_Shapanka_(Earth-616),Gregor Shapanka,https://static.wikia.nocookie.net/marveldatabase/images/8/83/Gregor_Shapanka_%28Earth-616%29_from_Iron_Manual_Mark_3_Vol_1_1_001.jpg,Blizzard
1610,/wiki/Jamie_Carlson_(Earth-616),Jamie Carlson,https://static.wikia.nocookie.net/marveldatabase/images/0/02/Jamie_Carlson_%28Earth-616%29_from_Superior_Iron_Man_Vol_1_1_001.jpg,Teen Abomination
1611,/wiki/Matt_Slade_(Earth-616),Matt Slade,https://static.wikia.nocookie.net/marveldatabase/images/b/b6/Matt_Slade_%28Earth-616%29_from_Matt_Slade%2C_Gunfighter_Vol_1_1_cover.jpg,Kid Slade
1612,/wiki/Oshtur_(Earth-616),Oshtur,https://static.wikia.nocookie.net/marveldatabase/images/8/80/Oshtur_%28Earth-616%29_from_Mystic_Arcana_Sister_Grimm_Vol_1_1_001.jpg,
1613,/wiki/Victor_Slaughter_(Earth-616),Victor Slaughter,https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Victor_Slaughter_%28Earth-616%29_from_Gambit_Vol_5_17_001.jpg,
1614,/wiki/Alex_Flores_(Earth-616),Alex Flores,https://static.wikia.nocookie.net/marveldatabase/images/c/ce/Alex_Flores_%28Earth-616%29_from_Wonder_Man_Vol_2_2_0001.jpg,Auteur
1615,/wiki/Alexander_Lexington_(Earth-616),Alexander Lexington,https://static.wikia.nocookie.net/marveldatabase/images/8/8e/Alexander_Lexington_%28Earth-616%29_from_Sentinel_Squad_O%2AN%2AE_Vol_1_1.jpg,Megaton
1616,/wiki/Blanche_Carter_(Earth-616),Blanche Carter,https://static.wikia.nocookie.net/marveldatabase/images/4/4b/Blanche_Carter_%28Earth-616%29_from_Kathy_Vol_1_10_0001.jpg,
1617,/wiki/Buford_Hollis_(Earth-616),Buford Hollis,https://static.wikia.nocookie.net/marveldatabase/images/3/31/Buford_Hollis_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Update_%2789_Vol_1_6_001.jpg,Razorback
1618,/wiki/James_P._Carter_(Earth-616),James P. Carter,https://static.wikia.nocookie.net/marveldatabase/images/2/23/James_P._Carter_%28Earth-616%29_from_Kathy_Vol_1_10_0001.jpg,Jim Carter
1619,/wiki/Rina_Patel_(Earth-616),Rina Patel,https://static.wikia.nocookie.net/marveldatabase/images/f/fa/Rina_Patel_%28Earth-616%29_from_New_Warriors_Vol_1_64_01.png,Timeslip
1620,/wiki/Selah_Burke_(Earth-616),Selah Burke,https://static.wikia.nocookie.net/marveldatabase/images/4/4c/Selah_Burke_%28Earth-616%29_from_New_Warriors_Vol_5_2_001.jpg,Sun Girl
1621,/wiki/Tagar_(Earth-616),Tagar,https://static.wikia.nocookie.net/marveldatabase/images/0/0b/Tagar_%28Earth-616%29_from_Thor_Vol_1_133_0001.jpg,Count Tagar
1622,/wiki/Wolf_(Thunderiders)_(Earth-616),Wolf (Thunderiders),https://static.wikia.nocookie.net/marveldatabase/images/a/a6/Wolf_%28Earth-616%29_from_New_Mutants_Vol_1_6.png,Wolf
1623,/wiki/Xandra_Neramani_(Earth-616),Xandra Neramani,https://static.wikia.nocookie.net/marveldatabase/images/d/d7/Xandra_Neramani_%28Earth-616%29_from_Mr._and_Mrs._X_Vol_1_3_001.jpg,Majestrix Xandra
1624,/wiki/Yandroth_(Earth-616),Yandroth,https://static.wikia.nocookie.net/marveldatabase/images/1/1c/Yandroth_%28Earth-616%29_from_Defenders_Vol_2_1_001.gif,
1625,/wiki/Malcolm_(Earth-1191),Malcolm,https://static.wikia.nocookie.net/marveldatabase/images/c/c0/Malcolm_%28Earth-1191%29_from_Uncanny_X-Men_Vol_1_282.jpg,
1626,/wiki/Patricia_Robertson_(Earth-616),Patricia Robertson,https://static.wikia.nocookie.net/marveldatabase/images/f/f5/Absolute_Carnage_Scream_Vol_1_1_Textless.jpg,Scream
1627,/wiki/Monark_(Earth-7643),Monark,https://static.wikia.nocookie.net/marveldatabase/images/8/86/Nova_Vol_4_29_Textless.jpg,Monark Starstalker
1628,/wiki/Danielle_Forte_(Earth-616),Danielle Forte,https://static.wikia.nocookie.net/marveldatabase/images/7/7e/Danielle_Forte_%28Earth-616%29_from_MODOK_Head_Games_Vol_1_2_001.png,Mindblast
1629,/wiki/Aaron_Fischer_(Earth-616),Aaron Fischer,https://static.wikia.nocookie.net/marveldatabase/images/e/e2/Aaron_Fischer_%28Earth-616%29_from_United_States_of_Captain_America_Vol_1_1_001.png,Captain America
1630,/wiki/Eileen_Harsaw_(Earth-616),Eileen Harsaw,https://static.wikia.nocookie.net/marveldatabase/images/7/70/Eileen_Harsaw_%28Earth-616%29_from_Dark_X-Men_Vol_2_1_001.png,Phantazia
1631,/wiki/Mari-Ell_(Earth-616),Mari-Ell,https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Mari-Ell_%28Earth-616%29_from_Life_of_Captain_Marvel_Vol_2_3_001.jpg,Marie Danvers
1632,/wiki/Sera_(Earth-616),Sera,https://static.wikia.nocookie.net/marveldatabase/images/7/7b/Sera_%28Earth-616%29_from_Asgardians_of_the_Galaxy_Vol_1_7_001.jpg,
1633,/wiki/Gloria_Mu%C3%B1oz_(Earth-616),Gloria Muñoz,https://static.wikia.nocookie.net/marveldatabase/images/8/87/Gloria_Mu%C3%B1oz_%28Earth-616%29_from_Marvel%27s_Voices_Community_Vol_1_1_001.jpg,Risque
1634,/wiki/Alison_Double_(Earth-616),Alison Double,https://static.wikia.nocookie.net/marveldatabase/images/3/3b/Alison_Double_%28Earth-616%29_from_Excalibur_Vol_4_25_001.jpg,Albedo
1635,/wiki/Gorgilla_(Earth-616),Gorgilla,https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Gorgilla_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_3_001.png,Mister President
1636,/wiki/Khn%27nr_(Earth-616),Khn'nr,https://static.wikia.nocookie.net/marveldatabase/images/2/2d/Civil_War_The_Return_Vol_1_1_McGuinness_Variant_Textless.jpg,Captain Marvel
1637,/wiki/Killer_Shrike_(Hobgoblin)_(Earth-616),Killer Shrike (Hobgoblin),https://static.wikia.nocookie.net/marveldatabase/images/1/19/Killer_Shrike_%28Hobgoblin%29_%28Earth-616%29_from_Superior_Spider-Man_Vol_1_27.NOW_001.jpg,Killer Shrike
1638,/wiki/Nina_Price_(Earth-616),Nina Price,https://static.wikia.nocookie.net/marveldatabase/images/8/80/Nina_Price_%28Earth-616%29_from_Howling_Commandos_of_S.H.I.E.L.D._Vol_1_2_001.jpg,Vampire by Night
1639,/wiki/Serafina_(Earth-616),Serafina,https://static.wikia.nocookie.net/marveldatabase/images/b/be/Serafina_%28Earth-616%29_from_Children_of_the_Vault_Vol_1_1_001.jpg,
1640,/wiki/Theodore_Winchester_(Earth-616),Theodore Winchester,https://static.wikia.nocookie.net/marveldatabase/images/a/ab/Theodore_Winchester_%28Earth-616%29_from_Cable_Vol_1_4.png,Grizzly
1641,/wiki/Axel_Cluney_(Earth-616),Axel Cluney,https://static.wikia.nocookie.net/marveldatabase/images/6/68/Axel_Cluney_%28Earth-616%29_from_Giant-Size_X-Statix_Vol_1_1_001.png,Zeitgeist
1642,/wiki/Claire_Dixon_(Earth-616),Claire Dixon,https://static.wikia.nocookie.net/marveldatabase/images/0/08/Claire_Dixon_%28Earth-616%29_from_Carnage_Vol_2_7_001.jpg,
1643,/wiki/Edward_McDonough_(Earth-616),Edward McDonough,https://static.wikia.nocookie.net/marveldatabase/images/f/fd/Edward_McDonough_%28Earth-616%29_from_Slingers_Vol_1_2_001.jpg,Hornet
1644,/wiki/Eric_Savin_(Earth-616),Eric Savin,https://static.wikia.nocookie.net/marveldatabase/images/d/de/Eric_Savin_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_1_001.jpg,Coldblood-7
1645,/wiki/Frederick_Duncan_(Earth-616),Frederick Duncan,https://static.wikia.nocookie.net/marveldatabase/images/f/f5/Frederick_Duncan_%28Earth-616%29_from_X-Men_Earth%27s_Mutant_Heroes_Vol_1_1_0001.jpg,Fred Duncan
1646,/wiki/Hamir_(Earth-616),Hamir,https://static.wikia.nocookie.net/marveldatabase/images/e/ea/Hamir_%28Earth-616%29_from_Strange_Tales_Vol_1_111_002.jpg.jpg,Wong
1647,/wiki/Hollow_(Earth-616),Hollow,https://static.wikia.nocookie.net/marveldatabase/images/5/52/Hollow_%28Earth-616%29_from_Loners_Vol_1_2_001.jpg,Hollow
1648,/wiki/Hybrid_(Symbiote)_(Earth-616),Hybrid (Symbiote),https://static.wikia.nocookie.net/marveldatabase/images/3/34/Venom_Vol_4_18_Codex_Variant_Textless.jpg,Hybrid
1649,/wiki/Isaiah_Bradley_(Earth-616),Isaiah Bradley,https://static.wikia.nocookie.net/marveldatabase/images/e/e3/Isaiah_Bradley_%28Earth-616%29_from_Truth_-_Red%2C_White_%26_Black_Vol_1_7_001.jpg,
1650,/wiki/Joseph_Timms_(Earth-616),Joseph Timms,https://static.wikia.nocookie.net/marveldatabase/images/3/37/Joseph_Timms_%28Earth-616%29_from_Incredible_Hulk_Vol_1_121_0001.jpg,Glob
1651,/wiki/Soldier_(Earth-616),Soldier,https://static.wikia.nocookie.net/marveldatabase/images/e/ed/Soldier_%28Earth-616%29_from_Moon_Knight_Vol_9_2_001.jpg,Soldier
1652,/wiki/Achilles_(Earth-616),Achilles,https://static.wikia.nocookie.net/marveldatabase/images/f/ff/Marvel_Illustrated_The_Iliad_Vol_1_7_Textless.jpg,
1653,/wiki/Cylla_Markham_(Earth-616),Cylla Markham,https://static.wikia.nocookie.net/marveldatabase/images/6/65/Cylla_Markham_%28Earth-616%29_from_Hunt_for_Wolverine_Vol_1_1_001.jpg,Skullbuster
1654,/wiki/Ginger_Beach_(Earth-616),Ginger Beach,https://static.wikia.nocookie.net/marveldatabase/images/3/38/Ginger_Beach_%28Earth-616%29_from_Tales_of_the_Marvels_-_Wonder_Years_Vol_1_1_0001.jpg,
1655,/wiki/Gog_(Tsiln)_(Earth-616),Gog (Tsiln),https://static.wikia.nocookie.net/marveldatabase/images/a/a9/Amazing_Spider-Man_Vol_5_42_Textless.jpg,
1656,/wiki/Hoggoth_(Earth-616),Hoggoth,https://static.wikia.nocookie.net/marveldatabase/images/4/4c/Hoggoth_%28Earth-616%29_from_Strange_Academy_Vol_1_7_0001.jpeg,Hoggoth the Hoary
1657,/wiki/Joseph_Kragowski_(Earth-616),Joseph Kragowski,https://static.wikia.nocookie.net/marveldatabase/images/9/9b/Joseph_Kragowski_%28Earth-616%29_from_Machine_Man_Vol_1_1_001.jpg,General Kragg
1658,/wiki/Joseph_Manfredi_(Earth-616),Joseph Manfredi,https://static.wikia.nocookie.net/marveldatabase/images/2/26/Joseph_Manfredi_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Update_Vol_1_4.jpg,Blackwing
1659,/wiki/Mindy_McPherson_(Earth-616),Mindy McPherson,https://static.wikia.nocookie.net/marveldatabase/images/d/da/Mindy_McPherson_%28Earth-616%29_from_Sensational_Spider-Man_Vol_1_16_001.png,
1660,/wiki/Onomi_Whitemane_(Earth-616),Onomi Whitemane,https://static.wikia.nocookie.net/marveldatabase/images/0/02/Onomi_Whitemane_%28Earth-616%29_from_Fantastic_Four_Vol_1_577_001.jpg,
1661,/wiki/Prester_John_(Johann)_(Earth-616),Prester John (Johann),https://static.wikia.nocookie.net/marveldatabase/images/b/bd/Prester_John_%28Johann%29_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_8_0001.jpg,Prester John
1662,/wiki/Rafferty_(Earth-616),Rafferty,https://static.wikia.nocookie.net/marveldatabase/images/c/c2/Rafferty_%28Earth-616%29_from_Silk_Vol_1_1_001.jpg,
1663,/wiki/Semiramis_(Earth-616),Semiramis,https://static.wikia.nocookie.net/marveldatabase/images/8/8e/Semiramis_%28Earth-616%29_from_Marvel_Universe_Cards_1994_Set_0001.jpg,Salomé
1664,/wiki/Shortpack_(Earth-616),Shortpack,https://static.wikia.nocookie.net/marveldatabase/images/4/4a/Shortpack_%28Earth-616%29_from_X-Men_Earth%27s_Mutant_Heroes_Vol_1_1.png,Shortpack
1665,/wiki/Terrible_Eye_(Sarah)_(Earth-616),Terrible Eye (Sarah),https://static.wikia.nocookie.net/marveldatabase/images/f/f3/Terrible_Eye_%28Sarah%29_%28Earth-616%29_from_Unbelievable_Gwenpool_Vol_1_2_001.jpg,Terrible Eye
1666,/wiki/Tyndall_(Weirdworld),Tyndall (Weirdworld),https://static.wikia.nocookie.net/marveldatabase/images/3/36/Tyndall_of_Klarn_%28Weirdworld%29_from_Squadron_Supreme_Vol_4_1.jpg,Tyndall of Klarn
1667,/wiki/Gorr_(Earth-616),Gorr,https://static.wikia.nocookie.net/marveldatabase/images/4/4d/Gorr_%28Earth-616%29_from_King_Thor_Vol_1_1_001.jpg,
1668,/wiki/Thomas_Stuart_(Earth-616),Thomas Stuart,https://static.wikia.nocookie.net/marveldatabase/images/5/50/Thomas_Stuart_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_11.jpg,Stiletto
1669,/wiki/Melody_Guthrie_(Earth-616),Melody Guthrie,https://static.wikia.nocookie.net/marveldatabase/images/f/f6/Melody_Guthrie_%28Earth-616%29_from_X-Men_Vol_5_7_008.jpg,Aero
1670,/wiki/Romeo_(Inhuman)_(Earth-616),Romeo (Inhuman),https://static.wikia.nocookie.net/marveldatabase/images/1/15/Romeo_%28Inhuman%29_%28Earth-616%29_from_Marvel%27s_Voices_Iceman_Infinity_Comic_Vol_1_1_001.jpg,
1671,/wiki/Heather_Cameron_(Earth-616),Heather Cameron,https://static.wikia.nocookie.net/marveldatabase/images/c/ca/Heather_Cameron_%28Earth-616%29_from_X-Treme_X-Men_Vol_1_9_cover_001.jpg,Lifeguard
1672,/wiki/Patrick_Mulligan_(Earth-616),Patrick Mulligan,https://static.wikia.nocookie.net/marveldatabase/images/9/90/Venom_Vs._Carnage_Vol_1_4_Textless.jpg,Toxin
1673,/wiki/Red_Widow_(Winter_Guard)_(Earth-616),Red Widow (Winter Guard),https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Red_Widow_%28Winter_Guard%29_%28Earth-616%29_from_Avengers_Vol_8_16_001.jpg,Red Widow
1674,/wiki/Tr%C3%A2n_Cao_M%E1%BA%A1nh_(Earth-616),Trân Cao Mạnh,https://static.wikia.nocookie.net/marveldatabase/images/9/98/Tr%C3%A2n_Cao_M%E1%BA%A1nh_%28Earth-616%29_from_Love_Unlimited_Infinity_Comic_Vol_1_34_001.jpg,
1675,/wiki/Wicked_(Earth-616),Wicked,https://static.wikia.nocookie.net/marveldatabase/images/c/c9/Excalibur_Vol_3_6_Textless.jpg,Wicked
1676,/wiki/Zak-Del_(Earth-616),Zak-Del,https://static.wikia.nocookie.net/marveldatabase/images/0/04/Annihilation_Conquest_-_Wraith_Vol_1_1_Textless.jpg,Wraith
1677,/wiki/Andrew_Graves_(Earth-616),Andrew Graves,https://static.wikia.nocookie.net/marveldatabase/images/a/ae/Andrew_Graves_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_300.png,Spoor
1678,/wiki/Buford_Wilson_(Earth-616),Buford Wilson,https://static.wikia.nocookie.net/marveldatabase/images/a/a5/Buford_Wilson_%28Earth-616%29_from_X-Necrosha_Vol_1_1.png,Beef
1679,/wiki/Delilah_Dearborn_(Earth-616),Delilah Dearborn,https://static.wikia.nocookie.net/marveldatabase/images/e/eb/Delilah_Dearborn_%28Earth-616%29_from_Avengers_Assemble_Vol_1_1_0001.jpg,Geiger
1680,/wiki/Edward_March_(Earth-616),Edward March,https://static.wikia.nocookie.net/marveldatabase/images/4/47/Edward_March_%28Earth-616%29_from_All-New_Iron_Manual_Vol_1_1_001.png,Eddie March
1681,/wiki/Fabian_Marechal-Julbin_(Earth-616),Fabian Marechal-Julbin,https://static.wikia.nocookie.net/marveldatabase/images/c/c5/Fabian_Marechal-Julbin_%28Earth-616%29_from_New_Mutants_Vol_4_1.jpg,Bevatron
1682,/wiki/Joseph_Cartelli_(Earth-616),Joseph Cartelli,https://static.wikia.nocookie.net/marveldatabase/images/b/bd/Joseph_Cartelli_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_550_001.jpg,Blue Shield
1683,/wiki/Korath-Thak_(Earth-616),Korath-Thak,https://static.wikia.nocookie.net/marveldatabase/images/f/fc/Korath-Thak_%28Earth-616%29_from_Annihilation_The_Nova_Corps_Files_Vol_1_1_001.jpg,
1684,/wiki/Maa-Gor_(Earth-616),Maa-Gor,https://static.wikia.nocookie.net/marveldatabase/images/f/fd/Maa-Gor_%28Earth-616%29_from_Daredevil_Vol_1_13_001.jpg,
1685,/wiki/Maxwell_Jordan_(Earth-616),Maxwell Jordan,https://static.wikia.nocookie.net/marveldatabase/images/b/b6/Maxwell_Jordan_%28Earth-616%29_from_New_X-Men_Academy_X_Yearbook_Vol_1_1_0001.png,Quill
1686,/wiki/Virginia_(Earth-616),Virginia,https://static.wikia.nocookie.net/marveldatabase/images/c/cc/Virginia_%28Earth-616%29_from_Vision_Vol_2_1_001.jpg,
1687,/wiki/Angie_Huang_(Earth-616),Angie Huang,https://static.wikia.nocookie.net/marveldatabase/images/0/0b/Angie_Huang_%28Earth-616%29_and_Hei_Hei_%28Earth-616%29_from_Guardians_Team-Up_Vol_1_4_001.jpg,
1688,/wiki/Brian_DeWolff_(Earth-616),Brian DeWolff,https://static.wikia.nocookie.net/marveldatabase/images/8/88/Brian_DeWolff_%28Earth-616%29_from_Punisher_Vol_8_7_001.jpg,Wraith
1689,/wiki/Bruce_Olafsen_(Earth-616),Bruce Olafsen,https://static.wikia.nocookie.net/marveldatabase/images/2/2e/Bruce_Olafsen_%28Earth-616%29_from_Amazing_Spider-Man_Vol_3_19.1_001.jpg,Bruto the Strongman
1690,/wiki/Davis_Cameron_(Earth-616),Davis Cameron,https://static.wikia.nocookie.net/marveldatabase/images/7/71/Davis_Cameron_%28Earth-616%29_from_X-Treme_X-Men_Vol_1_10.jpg,Slipstream
1691,/wiki/Donald_Clendenon_(Earth-616),Donald Clendenon,https://static.wikia.nocookie.net/marveldatabase/images/8/83/New_Warriors_Vol_1_28_page_09_Donald_Clendenon_%28Earth-616%29.jpg,Harrier
1692,/wiki/Frank_Skorina_(Earth-616),Frank Skorina,https://static.wikia.nocookie.net/marveldatabase/images/1/1e/Frank_Skorina_%28Earth-616%29_from_The_Marvels_Vol_1_2_001.jpg,Powderkeg
1693,/wiki/Hurricane_(Dark_Riders)_(Earth-616),Hurricane (Dark Riders),https://static.wikia.nocookie.net/marveldatabase/images/0/06/Hurricane_%28Dark_Riders%29_%28Earth-616%29_from_Cable_Vol_1_19_001.png,Hurricane
1694,/wiki/Lorelei_Travis_(Earth-616),Lorelei Travis,https://static.wikia.nocookie.net/marveldatabase/images/b/b8/Lorelei_Travis_%28Earth-616%29_from_District_X_Vol_1_1_0001.jpg,Lorelei
1695,/wiki/Marie_Laveau_(Earth-616),Marie Laveau,https://static.wikia.nocookie.net/marveldatabase/images/0/06/Marie_Laveau_%28Earth-616%29_from_Doctor_Strange%2C_Sorcerer_Supreme_Vol_1_15_001.jpg,
